name,avg_rating,num_of_reviews,latitude,longitude,zip_code,Delivery,Dine-in,Takeout,Good for kids,Casual,Dinner,Lunch,Monday_open,Tuesday_open,Wednesday_open,Thursday_open,Friday_open,Saturday_open,Sunday_open,Monday_close,Tuesday_close,Wednesday_close,Thursday_close,Friday_close,Saturday_close,Sunday_close
Palisades Pizza & Pasta,4.0,125,40.9605873,-73.88528649999999,10703,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa John's Pizza,2.5,195,40.6807455,-73.8437529,11417,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pie Time,4.1,68,43.2416347,-77.62471339999999,14612,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brother's Pizza,4.2,78,40.054716299999995,-74.8682347,08016,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakeside General Store,4.0,58,43.3941903,-74.29041629999999,12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Front Street Pizza & Deli,4.6,47,41.5133891,-73.6046362,12563,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McHugh's Pizza Galloway,4.5,107,39.4725403,-74.4596875,08205,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATSY'S PIZZERIA,3.3,34,40.7386382,-73.61190049999999,11530,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66 Eatzzeria,4.7,38,42.364127499999995,-73.5950752,12037,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morales Pizzeria Restaurant,4.4,48,40.878188699999995,-74.0294583,07603,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petersen's Pizza,4.1,69,42.522712399999996,-76.9768376,14837,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony's Pizza & Restaurant,3.9,58,40.4033538,-74.3864729,08884,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.3,58,40.6554903,-74.3067202,07016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizzeli's,4.0,58,40.6868779,-73.541336,11710,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuzzin's Pizzeria & Restaurant,4.2,113,40.2546457,-74.246135,07728,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pavone's Pizza & Eatery,4.3,438,43.051392,-76.071137,13057,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philly Grill & Pizza,4.3,37,39.7486994,-75.0760825,08080,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Diggity's,4.2,38,42.3269348,-73.75265499999999,12534,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Enrico's Pizzeria,4.6,176,40.7029772,-73.6783955,11010,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Guardiola Gourmet Pizzeria & Bistro,4.3,126,40.675311,-74.108876,07002,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vezzo,4.5,1238,40.7444375,-73.98142469999999,10016,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.2,397,40.798649499999996,-73.9411238,10029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fanatico,4.4,523,40.780483499999995,-73.5336054,11753,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbonella Coal Fired Pizza,3.4,37,41.4545976,-74.3881834,10940,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voorhees Pizza,3.9,35,39.8653429,-74.9422944,08043,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chai Pizza,4.4,667,41.107763999999996,-74.067649,10952,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlas Cafe,4.5,124,40.7264917,-73.98953949999999,10003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paisano's Pizza Villa,3.2,138,42.700560599999996,-74.0333631,12009,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo's Pizza Cafe,4.4,98,40.8071299,-73.2451201,11788,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italianos,4.4,48,40.7103524,-73.30623039999999,11795,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth's Pizzeria,4.8,54,40.6997596,-73.6604631,11552,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart's Shops,4.1,28,42.651077,-73.69645,12144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York Pizzeria,4.7,493,42.6239875,-75.33200219999999,13411,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke's Pizza,4.2,108,40.829514599999996,-73.89163119999999,10459,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cosimos Brick Oven,4.5,1162,41.4634913,-74.36874329999999,10941,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut Express,3.5,28,40.7277263,-73.2265726,11706,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sal's Pizza Corner,4.7,54,41.057224999999995,-74.144534,07446,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mangiano Pizza Restaurant & Catering,4.5,528,40.8083986,-74.4632321,07927,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut,4.3,67,40.8375154,-73.4116678,11746,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.5,222,39.9798219,-74.785243,08048,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Village Pizza,4.2,118,39.9985718,-74.8036764,08060,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.2,124,40.3507592,-74.06689519999999,07701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grindage Pizza,4.6,36,40.8133303,-74.2171784,07042,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam's Pizzeria,4.4,125,44.697803,-75.492718,13669,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefano's Pizzeria,4.0,258,40.9696578,-74.2870788,07444,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen Pizza & Deli,4.3,113,40.731260999999996,-74.174188,07102,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fresh Pizza and Deli,4.4,38,40.7478948,-73.9889367,10001,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmen's Trattoria,4.3,68,40.5785848,-74.3897192,07080,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fierro's Pizza,4.2,138,40.963888,-72.18729499999999,11937,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milly's Pizzeria,4.3,108,40.6990505,-73.9393158,11206,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park Pizza,4.6,58,41.0328005,-74.03548719999999,07656,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guida's Pizzeria Inc,4.1,131,43.208871599999995,-77.4625614,14580,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.1,86,40.1248728,-74.0461357,08736,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut,3.7,178,42.3480821,-77.6697779,14843,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Italy of Hornell,4.3,108,42.363883,-77.6677775,14843,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Caesars Pizza,3.7,48,40.8203856,-73.91267859999999,10451,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony's Pizzeria,4.1,98,40.6959926,-73.8381539,11418,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson's Pizza Shop,4.4,144,43.2827568,-78.70864069999999,14108,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandani's Pizza,3.9,23,43.091299,-77.655942,14623,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLinda's Pizza,4.4,28,43.1429283,-77.7343392,14624,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick's Pizza,4.3,50,40.8031034,-74.0122794,07047,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gourmet Pizza,4.0,158,41.7477452,-74.0858851,12561,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pie For The People,4.4,137,41.9253303,-74.01613789999999,12401,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Boots,3.1,38,40.670750999999996,-73.97779,11215,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Boots Grand Central,3.5,18,40.752395299999996,-73.9766674,10017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roosters Halal Fried Chicken & Pizza,4.1,38,40.755648099999995,-73.91233199999999,11103,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taglio Pizza,4.5,158,40.7410371,-73.640456,11501,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princess Maria's Pizza,4.5,100,40.4425224,-74.1652367,07735,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart's Shops,4.0,18,42.757509999999996,-73.775986,12110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pronto Pizza,3.7,104,39.734349099999996,-75.0677537,08080,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pines Pizza,4.1,18,40.6651878,-73.06976999999999,11782,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bella Maria's Pizza,3.4,136,42.439360199999996,-79.3305561,14063,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bair's Pizza Inc,4.0,94,42.1180525,-79.1993334,14733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcellus Pizza,4.5,26,42.954261699999996,-76.3430023,13108,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saccone's Pizzeria,4.5,168,40.909610799999996,-73.7982677,10801,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pop's Pizza,4.2,110,42.7706303,-73.7086815,12047,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bella Italian Eatery Pizza & Deli,4.6,125,40.170175,-74.671903,08620,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa John's Pizza,2.9,36,39.7194471,-75.1136319,08028,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Sisters Gourmet Pizza,4.1,36,40.5664695,-74.636192,08869,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River Rock Restaurant & Marina Bar,4.2,1808,40.097238399999995,-74.0875887,08724,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varriales Pizza,3.1,49,39.956512,-74.3881669,08759,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cugini Deli,4.3,78,40.827745,-74.14607769999999,07110,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dazzle,4.5,34,41.1055304,-74.0261565,10977,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr Crispy's Brick Oven Pizza,4.1,245,41.1938532,-74.0150936,10923,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorrento Gourmet Pizza,4.3,138,41.4024052,-74.3239344,10924,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliano Pizza & Osteria,4.6,28,41.5790483,-73.80767329999999,12533,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza the Rock,4.2,278,41.6260956,-74.5976307,12775,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All About The Crust 2,4.5,78,39.743105299999996,-75.0461617,08012,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mama Theresa's,4.3,709,40.743584,-73.66006449999999,11040,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holiday City Pizza,4.3,68,39.9748163,-74.246361,08755,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Bella Pizza,3.8,18,40.5920209,-73.96099319999999,11223,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bella Vista Pizza & Pasta,4.6,118,40.783185599999996,-73.47346639999999,11803,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branca Midtown,4.5,385,43.155853199999996,-77.6047744,14604,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tato's Pizza,4.3,91,40.6080486,-74.0014672,11214,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Vecchia Sicilia Restaurant and Pizzeria,3.8,74,38.9917083,-74.8004893,08260,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Daddy's Pizza,3.6,64,40.6628411,-73.9846361,11215,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam's Pizzeria,4.2,55,43.1743868,-76.1074409,13039,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Boffa's,4.4,666,41.446455,-74.4126697,10940,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gino's Pizza of West Babylon,4.5,58,40.704657999999995,-73.348264,11704,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cicis,3.5,37,44.0469888,-75.8378484,13637,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barista Verace Pizza & Cafe,4.4,28,40.7321758,-73.86788039999999,11374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seasons Coal Fired Bistro,4.4,408,40.1833593,-74.24934549999999,07731,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Nostra,4.4,53,40.899149,-74.2186892,07512,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo's Pizza,4.4,86,40.6248121,-74.0793422,10304,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All American Pizza,4.7,56,40.67247,-74.4950418,07980,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linda's Pizza,4.6,58,40.8999101,-73.867413,10470,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schiano's Pizzeria on Park,4.6,23,43.149934699999996,-77.5860561,14607,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enzo's Pizzeria & Restaurant,3.7,38,40.8671302,-74.82664439999999,07840,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe St. Brick & Brew,4.5,138,42.2752622,-78.6711085,14731,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,2.7,98,40.8496466,-74.22878879999999,07009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Italy,2.9,33,42.6639233,-74.3122619,12157,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Works Etc,4.0,108,42.991935999999995,-78.76100919999999,14221,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Casa Pizza,4.3,98,40.9063947,-73.3156592,11768,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa John's Pizza,3.7,135,40.78657,-74.23172,07052,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizzeria Forest Ave,4.4,64,40.6294222,-74.1229891,10310,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuentes Wood Fired Pizza & Italian Restaurant,4.3,53,41.4538194,-74.3871425,10940,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mama Lucia's Pizzeria,4.5,74,40.8381678,-73.4117486,11746,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pies Guys,4.1,227,43.1247213,-76.1390363,13212,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villa Maria Pizzeria,4.4,78,40.734935,-73.495533,11714,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emporio,4.5,647,40.7226243,-73.9952212,10012,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenny's Pizza,4.3,284,40.7414366,-73.92043149999999,11104,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank,4.0,35,40.684171,-73.8708802,11208,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,4.1,188,41.932168,-74.0120548,12401,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.2,258,40.775297699999996,-74.1657067,07104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Caesars Pizza,4.2,24,43.2078955,-77.4618471,14580,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLucia's Brick Oven Pizza,4.4,206,40.56642,-74.637911,08869,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinnie's Pizzeria,4.0,128,40.7761966,-73.95331449999999,10028,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYTE,4.7,48,42.9011694,-73.3514789,12090,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Bella,4.3,75,42.901111,-73.350798,12090,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut,3.7,278,41.454343699999995,-74.39871529999999,10940,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blaze Pizza,4.8,2208,40.888317,-74.26041,07470,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castillo's Pizzería-Restaurant,4.3,118,40.206326,-74.743811,08611,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezza Luna ||,4.1,48,40.5169667,-74.48849659999999,08873,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa Leo's Pizzeria,4.0,225,43.0992381,-78.9264622,14304,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poplar Pizza WNY,4.0,73,42.884422,-78.763299,14227,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Moon Pizza,3.9,107,38.9305527,-74.9212654,08204,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delfino's,4.6,158,40.7436826,-74.0371388,07030,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family & Friends Restaurant,4.6,68,41.4045811,-74.6438129,12771,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All In One Pizza,3.9,38,43.104475,-76.13602399999999,13211,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut Express,3.6,28,40.6189122,-74.2435241,07036,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugetto,4.5,38,40.8337888,-73.8517237,10462,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Bella Pizzeria,4.1,108,40.8882876,-74.1130281,07026,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaccaro Pizza Royale,3.3,54,40.629469,-74.01136199999999,11219,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fresco Pizzeria & Italian Eatery,4.5,78,40.359325399999996,-74.3863143,08831,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SICILIAS PIZZA LLC,4.7,48,39.707116,-75.47045299999999,08069,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafe Boccelli's,4.3,63,40.706956,-73.530585,11554,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D & D Pizza & Restaurant,4.2,93,40.0902527,-74.2092948,08701,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony's Pizza,4.1,138,40.4417914,-74.1330825,07734,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulie Gee's,4.6,1154,40.729614999999995,-73.958552,11222,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Caesars Pizza,3.3,49,40.8788002,-73.8651423,10467,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munchy Time,4.4,138,39.9524737,-75.09754629999999,08105,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.8,166,39.8966624,-74.15755349999999,08721,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not Just Pizza,4.6,45,40.6801472,-73.9491634,11216,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limoncello's 2 Italian Grill Restaurant,4.0,78,40.258656599999995,-74.7292669,08648,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&pizza - Union,4.4,54,40.6823717,-74.23424159999999,07083,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberty Kosher Pizza a/k/a Liberty Pizza,4.7,38,41.782277199999996,-74.7158149,12754,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nino's NY Pizzeria,4.0,204,43.047868,-76.56379799999999,13166,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.1,258,40.201670799999995,-74.0279912,07753,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nonno's Pizza,4.2,24,42.970397,-78.6930503,14221,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potsdam Little Italy,3.9,207,44.6696765,-74.9866625,13676,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.7,44,44.9202808,-74.8888229,13662,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham's Pizza & Deli,3.7,48,40.2334643,-74.706694,08619,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Mac's Pizzeria,4.0,88,43.2385993,-78.9090726,14131,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.6,228,42.738646599999996,-73.6737873,12180,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Wizard,4.7,79,43.142876099999995,-77.5989682,14620,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut,2.7,54,43.143360099999995,-77.5875751,14607,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al's Famous Pizza,4.2,205,39.984334,-74.20961799999999,08753,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario and Franks 4 Hamilton,4.3,268,40.2324938,-74.72012699999999,08619,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimi's Pizza,4.4,115,40.7271425,-73.74878939999999,11427,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saluggi's,4.5,418,40.720102,-74.003582,10013,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjon's Pizzeria,4.4,75,42.739654,-78.79713699999999,14127,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemelli Pizzeria,4.2,224,40.9268691,-73.789485,10801,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Creek Deli & Pizza,4.6,88,42.4971896,-73.9818521,12193,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Farolito,3.9,130,40.7958175,-74.0114499,07093,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim's Saloon,4.6,77,42.996511,-78.3041562,14056,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Longhots,4.5,346,39.8950087,-74.93923269999999,08053,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Caesars Pizza,3.5,18,40.681735499999995,-73.76512559999999,11434,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicky G's Pizzeria And Restaurant,4.6,68,41.005437,-74.291226,07442,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,2.6,568,40.841949199999995,-73.8836145,10460,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pies Place,3.9,58,39.908905999999995,-74.1545948,08721,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonny's Pizza II,4.2,168,40.8710601,-74.8252929,07840,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluffy's Cafe & Pizzeria,4.4,1152,40.7683497,-73.985112,10019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
