name,street_address,zip_code,avg_rating,num_of_reviews,price,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close,Sunday_open,Sunday_close,Delivery,Dine-in,Takeout,Good for kids,Casual,Dinner,Lunch
Domino's Pizza,9 Wrightstown Cookstown Rd,08641,3.8,164.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Atomic Wings - X Pizza,2201 Avenue X,11235,3.1,168.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3 Brother 99 Cent Halal Pizza & Chicken,2503 30th Ave,11102,4.1,188.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
La Villa's,3682 A Nostrand Ave.,11229,4.0,46.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Giovanni's Pizza Restaurant,45 - 59 47th St,11377,3.7,168.0,2.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fortunata's Pizza,305 Knickerbocker Ave,11237,4.2,58.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Crown Fried Chicken,2333 1st Avenue,10035,3.6,28.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Domino's Pizza,1993 3rd Ave,10029,3.1,278.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,2.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Capri Pizza,524 Boulevard,07033,4.4,147.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Frankie & Louie's,414 Willett Ave,10573,4.7,135.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tomato & Pesto Pizzeria,92-44 Queens Blvd,11374,4.6,128.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,18.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
94 Corner Cafe,2518 Broadway,10025,4.0,174.0,2.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Denny's Pizza,520 Broadway,07104,4.2,168.0,1.0,7.0,22.0,7.0,22.0,7.0,22.0,7.0,22.0,7.0,23.0,7.0,23.0,8.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Domino's Pizza,2150 Bellmore Ave,11710,3.5,138.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,3.0,10.0,3.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Pizza Station,287 NJ-94,07462,4.0,177.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Little Caesars Pizza,1501 Atlantic Ave,08401,3.6,73.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Venice Pizza,41-94 Bowne St,11355,4.4,65.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Carini Pizza & Italian Restaurant,9854 Pacific Ave,08260,3.9,338.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domino's Pizza,3706 E Tremont Ave,10465,3.0,298.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,1.0,11.0,1.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Toxic Wings,340 W Jericho Turnpike,11743,3.7,58.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Villa Nuova Ristorante & Pizzeria,1447 Good Intent Rd,08096,4.4,178.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Village Pizza,65 8th Ave,10014,4.2,238.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Domenick's Pizza,8774 Sutphin Blvd,11435,4.1,106.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizzeria Veloce,19 Court St,10601,4.5,74.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Nelly's Corner,8824 Van Wyck Expy,11432,4.6,28.0,1.0,6.0,20.0,6.0,20.0,6.0,20.0,6.0,20.0,6.0,20.0,6.0,20.0,6.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Westtown Pizza,873 NY-284,10998,4.3,88.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brooklyn Pizza,38 Chatham Rd,07078,4.2,68.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Ferati's Pizza,2 Boonton Ave,07405,4.7,127.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Primo Pizza & Grill,946 S Elmora Ave,07202,4.3,696.0,1.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,3.0,10.0,4.0,10.0,3.0,11.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Stewart's Shops,9566 Main St,13354,3.9,14.0,2.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario's Pizza,940 Manhattan Ave,11222,4.7,33.0,2.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brooklyn Pizza Company,312 Atlantic City Blvd #5127,08757,4.0,28.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pizza Stew,332 Monroe St,07055,4.5,38.0,1.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,0.0,12.0,0.0,12.0,23.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Ciao Carollo,65 High St,08060,2.8,48.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,9.0,21.0,9.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mico's Pizzeria,25-07 Broadway,07410,4.2,48.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Clark's Pizzeria,63 W Main St,12816,3.9,78.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Picasso's Pizzeria & Restaurant,550 Bridgeton Pike # 1,08051,3.9,93.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Munchies,2700 Atlantic Ave,08260,2.8,56.0,2.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Robbies Too Deli & Pizza,8 Chelsa Ridge Mall,12590,4.1,38.0,1.0,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Jim & Mike's Pizza & Steaks,7 S Broadway,08071,4.1,58.0,1.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,22.0,9.0,22.0,9.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Southville Corner Restaurant,780 N Delsea Dr,08210,3.4,28.0,2.0,7.0,14.0,7.0,14.0,7.0,14.0,7.0,14.0,7.0,14.0,7.0,14.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
La Nova Pizza,1636 Broadway,11207,3.9,45.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Big Apple Lounge & Restaurant,414 Broadway,07002,4.0,18.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,3.0,11.0,3.0,11.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Cascarino's College Point,14-60 College Point Blvd,11356,3.9,64.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Rams Pizza Plus,574 E Fordham Rd,10458,4.0,37.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,16.0,10.0,16.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Spot PBQ,1506 Richmond Ave,08742,3.5,26.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,1.0,11.0,1.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Franco's Pizza,21 W Bridge St,13126,4.0,24.0,1.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
D'Matteos Pizza & Grill,2402 Ocean Ave,11779,3.9,57.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Via Roma Pizza,1308 Hicksville Rd,11758,4.4,68.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,609 S Main St,13212,3.6,37.0,2.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciao Pizza Pasta,7116 Bay Pkwy,11204,4.3,168.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Susano’s,95-12 35th Ave,11372,4.3,48.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pacific Pizza,303 Pacific Ave,07304,4.4,78.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,12.0,23.0,14.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Zip's Pizza,1161 Sheridan Dr,14150,2.6,54.0,2.0,15.0,3.0,15.0,3.0,15.0,3.0,15.0,3.0,15.0,3.0,11.0,3.0,11.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
La CASA De Pizzeria,98 3rd St,12180,3.6,98.0,1.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,4.0,10.0,4.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nick's pizza Lumberton,1603 NJ-38,08048,3.8,44.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Saturn Pizza,592 NJ-70,08723,4.8,48.0,1.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,22.0,12.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Bistro,64 S Broadway,10960,4.4,87.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Luigi's Original Pizza,475 Spotswood Englishtown Rd,08831,3.8,18.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Bergen Beach Cafe,7112 Avenue U 1st Floor,11234,4.6,84.0,1.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
New York Pizza,291 Margaret St,12901,4.3,98.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Royal Fried Chicken & Pizza (Halal),2101 Dutch Broadway,11003,3.4,18.0,1.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,0.0,10.0,0.0,11.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Fox's Pizza Den,7782 NY-417,14801,4.4,98.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,11.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Olio Ristorante,5990 Jericho Turnpike,11725,3.7,38.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Gino's Pizza,585 Blackwood Clementon Rd,08021,3.9,78.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Don Giovanni Pizzeria,433 Merrick Rd,11563,4.4,37.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
York Pizza,3399 Crompond Rd,10598,4.4,73.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,3.0,11.0,3.0,12.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Edgewater Pizza,905 River Rd,07020,4.5,14.0,3.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Sam's Pizza by City Catering,847 Main St,07503,4.5,38.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,12.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Villa Pizza,255 S Wellwood Ave,11757,4.7,78.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,481 Willis Ave,11596,3.5,105.0,1.0,10.0,4.0,10.0,4.0,10.0,4.0,10.0,4.0,10.0,4.0,10.0,4.0,10.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Papa John's Pizza,617 Stokes Rd Suite 5,08055,3.3,55.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Brickyard Pizza,"3139 Route 9W, 11 Simmons Plaza",12477,4.2,28.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Daro's Famous Pizza IV,1752 Lafayette Ave,10473,3.3,27.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Laura's Pizza,3073 Bailey Ave,10463,3.6,38.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Blue T Pizza,183 Merrick Rd,11701,4.0,58.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,2.0,11.0,2.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
New York Pizza,19 Interstate Shop Center,07446,3.9,104.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Stewart's Shops,703 Ford St,13669,3.7,16.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Supreme Pizza & Fried Chicken,520 Central Ave,07018,3.9,48.0,1.0,9.0,23.0,9.0,23.0,9.0,23.0,9.0,23.0,9.0,23.0,9.0,23.0,10.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Pizza Plus,282 Middletown Rd,12188,4.2,45.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Crown Fried Chicken,1604 Newkirk Ave #6612,11226,3.2,68.0,1.0,11.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Taste of Dolly's,40-07 111th St,11368,4.1,118.0,1.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Noel's Pizza 2,40 W Fordham Rd,10468,4.1,26.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Jay's Pizza,1169 NY-29,12834,4.0,65.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mario's Pizzeria,224 Dekalb Ave,11205,4.3,73.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Nonna's Pizzeria,4538 Broadway,14043,4.2,58.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Uptown Pizzeria II,11 Grant Ave,07628,4.0,28.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,868 E Tremont Ave,10460,3.5,178.0,1.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,3.0,11.0,3.0,11.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Edesia Restaurant Inc.,1360 Lakeland Ave Suite A1,11716,4.6,47.0,2.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Goodfellas Pizza Shack,1413 Bronx River Ave,10472,4.4,57.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,23.0,11.0,23.0,11.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Harry's Italian Pizza Bar,30 Rockefeller Plaza,10112,4.1,128.0,2.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,20.0,11.0,20.0,11.0,19.0,11.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Parkside Pizza & More,155 Lake Ave,14086,4.5,53.0,1.0,15.0,21.0,15.0,21.0,15.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Crosby's - Little Valley,105 Rock City St,14755,4.3,34.0,1.0,5.0,23.0,5.0,23.0,5.0,23.0,5.0,23.0,5.0,23.0,5.0,23.0,5.0,23.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Pizza Express,179 W Fairmount Ave,14750,4.0,75.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Biagio's Pizza & Pasta,179 Central Ave,07470,3.6,78.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,11.0,22.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sicillian Pizza,1471 Haddon Ave,08103,3.7,98.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,12.0,23.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Anthony Francos Pizza,840 Franklin Ave,07417,4.7,48.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gigi's Cafe & keke's pizzeria,7423 Amboy Rd,10307,4.5,58.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,11.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Little Caesars Pizza,4760 Salina St,13142,3.5,38.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Giovanni's Pizza,352 New Brunswick Ave,08861,3.7,94.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
New Pizza Place,20527 Hollis Ave,11412,4.1,98.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Santo Pizzeria & Ristorante,5094 NY-22,12501,4.5,56.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Famous Pizza Park,263 Avenue U,11223,3.8,48.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Previti Pizza & Papazzio Dining - East,3338 Hillside Avenue,11040,4.3,28.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Domino's Pizza,252 W Montauk Hwy,11946,3.7,58.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Crown Halal Chicken & Pizza,357 Nostrand Ave.,11216,3.4,38.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Marina's,722 Mantua Pike,08097,4.3,58.0,1.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Tiny's Pizza & Pasta,1113 Grant Ave,10456,3.8,217.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Jo Jo Pizza #2,906 E 180th St,10460,3.7,47.0,1.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Si Mangia,563 Main St,08872,4.5,87.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Sylvio's Pizzeria,1 Alpha St,14612,4.3,84.0,1.0,15.0,21.0,15.0,21.0,15.0,21.0,15.0,21.0,15.0,21.0,15.0,21.0,15.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Domino's Pizza,820 State Route 9 Ste 1322,12804,4.2,28.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Luigi's Original Pizza,1580 Lakewood Rd,08755,3.7,68.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Goshen Pizza Tomato Pie,244 W Main St,10924,4.1,38.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
